IB3,IH1,IB2,IH2,IB1,IH3,IB4,IH4,IB5,confusion,careless_1,careless_2,careless_3,technical_problems,native_language,Q_Lang,religion_text,religion_1,religion_2,religion_3,religion_4,religion_5,religion_6,religion_7,religion_8,religion_9,religion_10,religion_11,religion_12,religion_13,religion_14,religion_15,religion_16,education_leve,education_level_iran,education_level_germ,age_1,sex,countr_origin_1,country3,Age
6,4,5,5,4,5,5,4,5,1,2,2,1,1,1,FR,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master's degree,NA,NA,2,Female,1,CHE,19
3,4,5,3,5,2,6,2,2,1,2,2,1,1,1,FR,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,2,Female,25,CHE,19
6,5,6,3,2,3,1,3,2,1,2,2,1,1,1,FR,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,2,Female,2,CHE,19
6,5,7,5,2,5,6,3,4,2,2,2,1,1,1,FR,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,High school,NA,NA,2,Female,2,CHE,19
5,2,4,5,6,3,5,4,5,2,2,2,1,1,1,FR,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,2,Female,57,CHE,19
5,6,7,4,3,3,5,5,5,2,2,2,1,1,1,FR,--,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,2,Female,1,CHE,19
4,2,5,3,7,2,3,3,7,1,2,2,1,1,1,FR,--/--/--,NA,--,NA,NA,NA,NA,--,--,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,16,Female,2,CHE,33
5,3,1,4,2,3,1,2,2,2,2,2,1,1,2,EN,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,4,Female,179,GBR,21
4,2,3,2,5,3,2,5,2,3,2,2,1,1,1,FR,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,3,Female,177,CHE,20
2,3,5,6,5,2,6,4,4,3,2,2,1,1,1,DE,--/--,NA,NA,NA,NA,NA,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abitur/Matura,4,Female,1,DEU,21
5,5,3,1,6,2,2,5,4,1,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,Master's degree,NA,NA,24,Female,227,AUS,41
4,2,5,2,5,2,2,2,3,2,2,2,1,1,1,EN,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,2,Female,227,GBR,19
2,3,4,4,4,3,6,3,5,1,2,2,1,1,1,FR,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,3,Female,2,CHE,20
4,3,5,5,3,4,3,4,4,1,2,2,1,1,1,FR,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,1,Female,1,CHE,18
3,1,4,5,2,2,7,4,3,1,2,2,1,1,1,FR,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,1,Female,2,CHE,18
2,2,2,3,4,7,2,2,6,3,2,2,1,2,1,EN,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,1,Female,227,GBR,18
6,1,3,1,3,2,3,4,3,1,2,2,1,1,1,FR,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,2,Female,2,CHE,19
5,2,3,5,6,2,7,5,5,1,2,2,1,1,1,FR,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,High school,NA,NA,1,Male,1,CHE,18
3,1,2,3,4,4,6,4,3,2,2,2,1,1,1,FR,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,1,Female,172,CHE,18
5,2,6,7,7,3,6,1,2,2,2,2,1,1,1,FR,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,High school,NA,NA,2,Male,2,CHE,19
3,4,1,4,2,4,3,5,2,1,2,2,1,1,1,FR,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,2,Female,177,CHE,19
5,1,4,5,5,4,6,4,5,1,2,2,1,1,1,FR,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,Bachelor's degree,NA,NA,1,Female,1,CHE,18
4,2,5,2,5,5,4,3,4,2,2,2,1,1,1,FR,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,2,Female,61,CHE,19
1,2,6,5,4,1,2,3,5,1,2,2,1,1,1,FR,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,5,Female,1,CHE,22
1,1,3,6,6,4,2,1,2,1,2,2,1,1,1,FR,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master's degree,NA,NA,16,Male,2,CHE,33
4,5,7,5,2,5,2,6,4,1,2,2,1,1,1,FR,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,2,Male,5,CHE,19
3,2,4,2,5,4,4,5,3,2,2,2,1,1,2,FR,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,3,Female,2,CHE,20
1,2,6,2,6,1,6,4,5,1,2,2,1,1,1,DE,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abitur/Matura,9,Female,1,DEU,26
4,3,4,5,3,5,3,5,3,2,2,2,1,1,1,FR,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,3,Female,2,CHE,20
4,2,3,2,5,1,5,4,4,2,2,2,1,1,2,EN,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,3,Female,30,GBR,20
1,1,1,1,6,1,5,1,1,1,2,2,1,1,1,FR,--,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,1,Female,2,CHE,18
1,1,2,6,1,1,1,2,2,1,1,2,1,1,1,FR,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,2,Male,1,CHE,19
4,3,4,4,3,4,5,4,3,1,2,2,1,1,1,FR,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,6,Female,2,CHE,23
2,2,4,5,2,1,3,4,5,2,2,2,1,1,1,FR,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,1,Female,1,CHE,18
5,1,2,4,3,1,3,1,5,1,2,2,1,1,1,FR,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,High school,NA,NA,2,Female,118,CHE,19
7,5,3,3,5,2,4,3,3,1,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,1,Female,100,GBR,18
5,1,5,1,5,6,5,5,5,1,2,2,1,1,1,FR,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,High school,NA,NA,5,Female,6,CHE,22
5,3,7,5,2,3,5,5,2,2,2,2,1,1,1,FR,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,3,Female,2,CHE,20
4,5,3,3,3,1,4,4,3,1,2,2,1,1,1,FR,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,3,Female,2,CHE,20
5,2,3,1,4,7,5,4,4,2,2,2,1,1,2,FR,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,5,Male,110,CHE,22
3,3,5,4,6,3,4,3,4,1,2,2,1,1,1,FR,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,7,Male,2,CHE,24
7,4,5,3,2,5,5,5,5,1,2,2,1,1,1,FR,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,8,Female,2,CHE,25
2,2,2,5,2,5,2,5,2,1,2,2,1,1,1,FR,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,Bachelor's degree,NA,NA,5,Female,2,CHE,22
5,2,3,4,3,6,5,2,5,2,2,2,1,1,1,FR,--/--,NA,NA,NA,--,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,1,Female,2,CHE,18
4,3,5,3,3,3,2,4,4,3,2,2,1,1,1,FR,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,2,Female,2,CHE,19
3,3,2,4,2,5,2,5,3,1,2,2,1,1,1,FR,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,High school,NA,NA,1,Male,1,CHE,18
3,5,5,4,6,4,6,2,2,3,2,2,1,1,1,FR,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,2,Female,1,CHE,19
6,4,4,4,3,3,4,5,6,2,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,High school,NA,NA,3,Female,227,GBR,20
5,5,6,1,2,5,6,2,2,1,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,High school,NA,NA,3,Female,104,GBR,20
7,3,7,1,7,7,5,6,7,1,2,2,1,1,2,FR,--,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,4,Male,144,CHE,21
3,3,3,4,4,2,5,3,5,1,2,2,1,1,1,FR,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,4,Female,2,CHE,21
2,2,1,1,6,3,5,5,3,2,2,2,1,1,1,DE,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abitur/Matura,9,Female,1,DEU,26
3,5,1,2,1,4,3,2,2,2,2,2,1,1,1,FR,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,High school,NA,NA,9,Female,2,CHE,26
2,1,3,4,2,2,1,1,5,3,2,2,1,1,1,FR,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,High school,NA,NA,3,Female,139,CHE,20
4,1,5,4,6,5,6,3,3,2,2,2,1,1,1,FR,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,2,Female,2,CHE,19
3,3,2,4,5,5,4,3,4,1,2,2,1,1,1,FR,--,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,2,Female,2,CHE,19
4,5,1,1,1,5,7,7,5,1,2,2,1,1,1,FR,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,Bachelor's degree,NA,NA,1,Female,1,CHE,18
1,1,1,1,5,1,2,1,1,1,2,2,1,1,1,FR,--,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,4,Male,2,CHE,21
6,2,6,6,2,3,3,2,4,2,2,2,1,1,1,FR,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,High school,NA,NA,2,Female,1,CHE,19
5,2,4,3,3,1,4,5,3,2,2,2,1,1,1,FR,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,4,Female,177,CHE,21
4,2,2,4,3,4,1,3,3,2,2,2,1,1,1,FR,--,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,6,Female,2,CHE,23
4,4,5,3,3,5,2,2,4,1,2,2,1,1,1,EN,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,5,Female,38,CAN,22
5,4,5,5,1,5,2,5,3,1,2,2,1,1,1,FR,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,High school,NA,NA,3,Female,2,CHE,20
6,2,4,3,5,3,5,3,5,3,2,2,1,1,1,FR,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,9,Female,2,CHE,26
5,2,5,4,6,2,4,2,5,1,2,2,1,1,1,FR,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,High school,NA,NA,3,Female,2,CHE,20
5,5,2,1,3,3,3,5,5,2,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,3,Male,13,AUS,20
5,4,1,1,2,6,4,2,1,2,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,2,Male,228,USA,19
5,1,5,4,4,1,7,1,3,3,2,2,1,1,1,FR,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Below high school,NA,NA,17,Female,60,CHE,34
5,3,4,2,3,3,2,4,3,2,2,2,1,1,1,EN,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,2,Female,13,AUS,19
4,4,6,5,4,5,4,3,3,1,2,2,1,1,2,FR,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,13,Female,110,CHE,30
6,6,7,4,3,4,6,4,4,1,2,2,1,2,1,FR,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,High school,NA,NA,3,Female,1,CHE,20
2,1,1,3,5,1,3,4,3,1,2,2,1,1,1,FR,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,High school,NA,NA,4,Female,2,CHE,21
5,2,5,5,4,2,2,5,2,1,2,2,1,1,1,DE,--,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abitur/Matura,10,Female,1,DEU,27
6,6,6,2,5,5,6,6,5,1,2,2,1,1,1,EN,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,12,Female,227,GBR,29
4,3,2,5,4,2,5,3,5,2,2,2,1,1,1,FR,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,High school,NA,NA,2,Male,1,CHE,19
2,1,2,1,2,3,5,4,5,1,2,2,1,1,1,EN,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,2,Male,13,AUS,19
4,4,4,5,5,3,2,4,4,1,2,2,1,1,1,EN,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master's degree,NA,NA,9,Female,227,GBR,26
4,1,2,4,7,5,5,1,4,3,2,2,1,1,1,FR,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,High school,NA,NA,8,Male,205,CHE,25
1,1,2,1,3,1,2,2,2,2,2,2,1,1,1,FR,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,1,Female,1,CHE,18
3,3,2,5,1,5,3,5,2,1,2,2,1,1,1,EN,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,3,Female,13,AUS,20
5,1,5,2,6,5,4,2,2,1,2,2,1,1,1,FR,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,High school,NA,NA,1,Female,2,CHE,18
5,2,5,4,4,5,6,6,7,2,2,2,1,1,1,FR,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,High school,NA,NA,4,Female,2,CHE,21
2,1,2,3,3,3,5,2,4,3,2,2,1,1,1,FR,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,3,Female,2,CHE,20
5,5,3,5,6,2,5,3,4,1,2,2,1,1,2,FR,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,3,Female,61,CHE,20
4,4,4,5,4,4,5,5,4,2,2,2,1,1,1,FR,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,2,Female,2,CHE,19
6,6,7,4,4,4,4,4,4,1,2,2,1,1,1,EN,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,8,Female,13,AUS,25
4,5,6,3,6,4,6,3,3,2,2,2,1,1,1,BG,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,6,Male,1,BGR,23
3,3,4,4,4,4,4,5,4,2,2,2,1,1,1,BG,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,Master's degree,NA,NA,16,Female,1,BGR,33
5,5,3,2,5,4,5,3,5,1,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,High school,NA,NA,2,Female,179,GBR,19
5,4,4,4,3,4,3,5,6,1,2,2,1,NA,NA,EN,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBR,NA
3,2,3,4,5,3,2,3,4,2,2,2,1,1,1,FR,--,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,2,Male,2,CHE,19
3,5,5,5,7,6,6,6,3,1,2,2,1,1,1,FR,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,3,Female,2,CHE,20
5,2,7,5,5,4,2,5,6,1,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,1,Female,13,AUS,18
5,4,5,5,4,4,3,3,5,2,2,2,1,1,1,FR,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,Bachelor's degree,NA,NA,1,Male,1,CHE,18
6,5,7,3,5,3,2,3,6,2,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,Bachelor's degree,NA,NA,3,Male,227,GBR,20
2,2,5,1,5,2,3,3,3,2,2,2,1,1,1,FR,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,18,Female,1,CHE,35
1,1,1,4,4,1,3,3,1,2,2,2,1,1,1,FR,--/--/--/--,NA,--,NA,--,NA,NA,NA,NA,--,--,NA,NA,NA,NA,NA,NA,Below high school,NA,NA,10,Male,2,CHE,27
5,2,5,6,6,2,6,5,4,2,2,2,1,1,1,FR,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,High school,NA,NA,2,Male,139,CHE,19
4,2,3,6,2,5,5,2,2,2,2,2,1,1,1,FR,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,2,Female,1,CHE,19
2,4,1,7,5,7,1,4,5,3,2,2,1,1,2,FR,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,Bachelor's degree,NA,NA,3,Male,5,CHE,20
3,6,5,4,6,3,6,5,3,2,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,2,Female,227,GBR,19
1,1,3,3,6,4,5,5,4,1,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,4,Female,172,GBR,21
6,5,6,6,3,5,5,5,6,2,2,2,1,1,1,EN,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,1,Female,227,GBR,18
5,3,6,3,6,4,4,5,5,1,1,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,High school,NA,NA,1,Female,227,GBR,18
2,5,5,1,5,3,2,2,5,1,2,2,1,1,1,DE,--,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abitur/Matura,11,Female,1,DEU,28
2,2,5,5,2,1,5,5,5,1,2,2,1,1,1,EN,--/--/--,NA,--,NA,--,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,5,Female,227,GBR,22
1,1,3,2,7,2,3,2,3,2,2,2,1,1,1,FR,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,1,Female,110,CHE,18
5,2,4,4,5,6,6,5,5,2,2,2,1,1,2,EN,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,2,Female,125,GBR,19
2,2,5,5,3,2,5,5,5,1,2,2,1,1,1,EN,--/--/--,NA,--,NA,--,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,5,Female,227,GBR,22
6,2,5,4,2,3,6,4,2,2,2,2,1,1,1,FR,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,1,Female,1,CHE,18
5,6,5,5,6,6,1,5,7,2,2,2,1,1,1,EL,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,5,Female,68,GRC,22
2,2,6,5,5,5,4,4,2,3,2,2,1,1,2,DE,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,Abitur/Matura,8,Female,221,DEU,25
5,5,6,4,6,4,4,5,4,3,2,2,1,2,1,EN,--/--,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,2,Female,174,GBR,19
5,4,5,6,6,5,3,4,6,2,2,2,1,1,1,FR,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,2,Female,2,CHE,19
6,5,3,4,3,4,5,5,3,2,2,2,1,1,2,FR,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,High school,NA,NA,2,Female,165,CHE,19
5,5,7,3,6,4,2,1,1,3,2,2,1,1,1,FR,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,5,Female,2,CHE,22
3,2,2,1,3,5,5,3,4,3,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,1,Female,228,USA,18
5,2,4,5,5,4,5,4,5,1,2,2,1,1,2,FR,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,2,Female,110,CHE,19
2,3,6,4,7,3,5,6,4,1,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,High school,NA,NA,1,Female,44,USA,18
5,2,4,5,5,1,7,4,5,1,2,2,1,1,1,FR,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,3,Female,177,CHE,20
4,2,5,6,5,2,3,5,2,1,2,2,1,1,1,FR,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master's degree,NA,NA,29,Female,144,CHE,46
5,3,6,4,5,5,6,4,4,1,2,2,1,1,1,DE,--,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abitur/Matura,11,Male,1,DEU,28
5,2,3,3,5,2,5,4,5,2,2,2,1,1,2,FR,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,2,Female,110,CHE,19
3,2,5,2,4,4,5,2,4,2,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,3,Female,227,GBR,20
5,3,6,2,3,1,7,4,2,2,2,2,1,1,1,FR,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,4,Female,2,CHE,21
6,3,6,2,1,5,6,4,7,2,2,2,1,1,1,EN,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,High school,NA,NA,2,Female,228,USA,19
1,1,4,1,4,5,5,2,4,3,2,2,1,2,1,FR,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,2,Female,2,CHE,19
5,2,4,5,3,3,5,4,5,2,2,2,1,1,1,DE,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abitur/Matura,12,Female,1,DEU,29
6,4,5,3,6,5,7,4,5,1,2,2,1,1,1,DE,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abitur/Matura,5,Female,1,DEU,22
5,4,6,5,5,4,6,5,3,1,2,2,1,1,1,FR,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,1,Female,1,CHE,18
