IB3,IH1,IB2,IH2,IB1,IH3,IB4,IH4,IB5,confusion,careless_1,careless_2,careless_3,technical_problems,native_language,Q_Lang,religion_text,religion_1,religion_2,religion_3,religion_4,religion_5,religion_6,religion_7,religion_8,religion_9,religion_10,religion_11,religion_12,religion_13,religion_14,religion_15,religion_16,education_leve,education_level_iran,education_level_germ,age_1,sex,countr_origin_1,country3,Age
2,2,2,2,2,7,5,3,1,1,2,2,1,2,1,CS,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,7,Female,1,CZE,24
5,6,4,5,5,5,4,5,4,2,2,2,1,2,1,CS,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,Bachelor's degree,NA,NA,9,Male,1,CZE,26
4,2,2,3,2,2,5,4,4,1,2,2,1,NA,NA,ES-ARG,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARG,NA
3,5,5,3,3,5,2,4,4,3,2,2,1,1,1,CS,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,Bachelor's degree,NA,NA,8,Male,1,CZE,25
2,5,7,1,6,5,5,4,6,2,2,2,1,2,1,TR,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,High school,NA,NA,4,Female,220,TUR,21
6,5,7,4,7,6,2,5,6,2,2,2,1,1,1,TR,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,High school,NA,NA,4,Female,220,TUR,21
5,1,7,2,4,3,2,5,2,2,2,2,1,1,1,CS,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,Bachelor's degree,NA,NA,10,Male,1,CZE,27
5,1,6,1,6,7,5,2,5,1,2,2,1,1,1,ES-EC,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,Bachelor's degree,NA,NA,2,Female,60,ECU,19
4,4,5,5,4,5,4,5,4,1,2,2,1,1,1,CS,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Below high school,NA,NA,1,Male,1,CZE,18
5,7,7,7,7,5,7,7,7,2,2,2,1,1,1,ES-EC,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,2,Male,60,ECU,19
4,2,3,3,5,2,5,2,3,1,2,2,1,1,1,CS,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,Below high school,NA,NA,1,Male,1,CZE,18
1,1,3,1,6,4,6,2,2,1,2,2,1,1,1,CS,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,9,Male,1,CZE,26
3,3,7,3,7,5,7,5,5,1,2,2,1,1,1,CS,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master's degree,NA,NA,9,Male,1,CZE,26
5,3,6,3,5,5,2,3,5,2,2,2,1,1,1,TR,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,3,Other,220,TUR,20
3,1,1,4,7,1,2,1,7,2,2,2,1,1,1,CHI,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,48,Female,43,CHL,65
5,2,6,1,1,3,6,2,4,1,2,2,1,1,1,CS,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,Master's degree,NA,NA,10,Male,1,CZE,27
3,1,5,3,3,2,5,3,3,1,2,2,1,1,1,CS,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,Master's degree,NA,NA,9,Male,1,CZE,26
5,2,5,3,7,3,4,3,5,1,2,2,1,1,1,CS,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,8,Female,1,CZE,25
5,5,3,6,2,4,5,3,2,2,2,2,1,1,1,CS,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,High school,NA,NA,12,Female,1,CZE,29
4,2,7,5,6,5,3,4,6,2,2,2,1,1,1,TR,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,High school,NA,NA,4,Female,220,TUR,21
6,4,3,1,7,5,3,5,4,2,2,2,1,1,1,CHI,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,13,Male,43,CHL,30
3,1,5,1,6,5,2,2,4,1,2,2,1,1,1,TR,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,High school,NA,NA,4,Female,220,TUR,21
5,2,5,2,5,2,7,2,3,3,2,2,1,1,1,ES-EC,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,7,Female,60,ECU,24
2,2,5,5,3,2,1,1,2,2,2,2,1,1,1,TR,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,Bachelor's degree,NA,NA,5,Female,220,TUR,22
3,3,5,2,4,2,5,2,4,1,2,2,1,1,1,CS,--,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,9,Male,1,CZE,26
2,3,4,3,4,3,6,3,5,2,2,2,1,1,1,TR,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,Master's degree,NA,NA,12,Female,220,TUR,29
1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,TR,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,Bachelor's degree,NA,NA,23,Male,220,TUR,40
5,6,3,2,3,5,1,5,4,1,2,2,1,1,1,CS,--,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,8,Male,1,CZE,25
6,5,4,2,5,6,2,6,2,1,2,2,1,1,1,COL-ESP,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master's degree,NA,NA,7,Female,47,COL,24
3,2,2,4,5,1,4,4,4,2,2,2,1,1,2,COL-ESP,--/--,NA,--,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,7,Female,47,COL,24
7,2,4,2,2,2,3,2,5,3,2,2,1,NA,NA,ES-ARG,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARG,NA
2,2,5,2,5,1,3,5,3,1,2,2,1,1,1,CS,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,Bachelor's degree,NA,NA,9,Male,1,CZE,26
1,6,5,7,3,5,2,6,5,1,2,2,1,1,1,CS,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,Bachelor's degree,NA,NA,9,Female,1,CZE,26
5,5,6,7,5,4,3,6,4,1,2,2,1,1,1,CS,--/--,NA,NA,NA,--,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master's degree,NA,NA,10,Female,1,CZE,27
1,6,2,6,6,7,5,5,1,2,1,2,1,1,1,CS,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,High school,NA,NA,9,Female,1,CZE,26
4,4,4,5,3,4,4,4,2,1,2,2,1,1,1,CS,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,9,Female,1,CZE,26
5,2,6,5,6,1,5,2,7,1,2,2,1,1,1,ES-ARG,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,43,Male,12,ARG,60
2,3,6,5,6,5,5,4,4,3,2,2,1,1,1,TR,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,4,Female,220,TUR,21
3,4,6,5,7,5,2,5,2,3,2,2,1,1,1,TR,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,Bachelor's degree,NA,NA,4,Female,220,TUR,21
2,3,4,4,5,4,2,3,6,1,2,2,1,1,1,TR,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,High school,NA,NA,4,Female,27,TUR,21
2,2,4,5,4,3,2,2,3,1,2,2,1,1,1,CS,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,9,Male,1,CZE,26
4,4,6,6,6,2,2,2,4,2,2,2,1,1,1,TR,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,High school,NA,NA,3,Female,220,TUR,20
4,2,6,6,7,6,6,4,7,1,2,2,1,1,2,TR,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,High school,NA,NA,4,Female,1,TUR,21
2,1,6,2,5,1,5,1,3,1,2,2,1,1,1,CS,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,Master's degree,NA,NA,10,Male,1,CZE,27
2,2,5,1,2,5,2,5,2,1,2,2,1,1,1,CS,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,10,Male,1,CZE,27
2,3,5,4,5,5,5,2,5,1,2,2,1,1,1,CS,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Below high school,NA,NA,1,Male,1,CZE,18
1,1,4,2,4,5,4,1,2,1,2,2,1,1,1,ES-ARG,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,Bachelor's degree,NA,NA,5,Female,12,ARG,22
4,2,2,2,5,3,2,4,2,1,2,2,1,1,1,ES-ARG,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,6,Female,12,ARG,23
5,7,6,5,7,6,7,6,7,2,2,2,1,1,1,ES-ARG,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,Bachelor's degree,NA,NA,5,Female,12,ARG,22
5,1,3,1,6,2,3,2,2,2,2,2,1,1,1,ES-ARG,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,11,Female,12,ARG,28
6,6,6,7,6,5,5,6,4,1,2,2,1,1,1,ES-ARG,--,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,7,Male,12,ARG,24
4,2,1,6,2,1,1,4,1,1,2,2,1,1,1,ES-ARG,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,Master's degree,NA,NA,21,Male,12,ARG,38
6,6,7,3,3,2,5,5,6,1,2,2,1,1,1,ES-ARG,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,Master's degree,NA,NA,13,Female,12,ARG,30
6,6,4,1,6,3,6,5,5,1,2,2,1,1,1,ES-ARG,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,4,Female,12,ARG,21
3,1,1,1,5,3,3,3,1,2,2,2,1,1,1,ES-ARG,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,6,Female,12,ARG,23
3,1,5,5,4,1,4,1,4,1,2,2,1,2,1,ES-ARG,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,High school,NA,NA,6,Male,12,ARG,23
6,1,5,4,5,3,6,3,6,2,2,2,1,1,1,ES-ARG,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,Bachelor's degree,NA,NA,8,Female,12,ARG,25
7,3,3,2,6,4,2,3,4,1,2,2,1,1,1,ES-ARG,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,Bachelor's degree,NA,NA,11,Female,42,ARG,28
4,2,3,3,7,2,5,2,2,1,2,2,1,1,1,ES-ARG,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,High school,NA,NA,13,Female,116,ARG,30
5,1,5,5,7,1,6,1,7,1,2,2,1,1,1,ES-ARG,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,10,Female,12,ARG,27
7,2,3,5,6,2,2,1,4,1,2,2,1,1,1,ES-ARG,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,10,Male,12,ARG,27
1,1,1,1,1,1,1,1,1,3,2,2,1,1,1,ES-ARG,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,5,Male,12,ARG,22
6,1,5,1,5,4,6,2,5,1,2,2,1,1,1,ES-ARG,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,7,Female,12,ARG,24
2,1,3,1,6,1,3,3,5,2,2,2,1,1,1,ES-ARG,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,9,Female,12,ARG,26
6,5,6,1,6,1,6,2,6,1,2,2,1,NA,NA,ES-ARG,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARG,NA
4,3,1,3,5,3,6,5,4,1,2,2,1,1,1,ES-ARG,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,7,Female,12,ARG,24
2,5,4,2,6,5,2,2,5,1,2,2,1,1,1,ES-ARG,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,Bachelor's degree,NA,NA,14,Female,12,ARG,31
6,1,4,3,3,1,2,3,3,2,2,2,1,1,1,ES-ARG,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,6,Female,12,ARG,23
5,5,5,2,6,6,6,5,4,2,2,2,1,1,1,ES-ARG,--/--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,--,High school,NA,NA,31,Male,12,ARG,48
6,6,3,3,6,4,1,5,5,1,2,2,1,1,1,ES-ARG,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,Bachelor's degree,NA,NA,9,Male,12,ARG,26
5,1,5,5,7,2,2,2,6,1,2,2,1,1,1,ES-ARG,--/--,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,6,Male,12,ARG,23
3,1,5,1,3,4,4,1,4,1,2,2,1,1,1,CS,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master's degree,NA,NA,10,Male,1,CZE,27
5,2,6,2,4,2,6,1,5,1,2,2,1,1,1,CS,--/--,NA,NA,NA,--,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,Master's degree,NA,NA,14,Female,1,CZE,31
2,3,2,1,2,1,2,1,3,1,2,2,1,1,1,ES-ARG,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,Bachelor's degree,NA,NA,13,I wish not to answer,12,ARG,30
3,5,1,5,1,7,2,3,1,1,2,2,1,1,1,CS,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master's degree,NA,NA,10,Male,1,CZE,27
2,5,5,3,2,2,5,4,3,1,2,2,1,1,1,CS,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,Bachelor's degree,NA,NA,10,Male,1,CZE,27
3,5,6,5,6,6,6,4,5,1,2,2,1,1,1,ES-ARG,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,7,Female,12,ARG,24
6,1,3,6,4,3,5,3,6,1,2,2,1,2,1,ES-ARG,--/--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,--,Bachelor's degree,NA,NA,9,Male,12,ARG,26
2,3,2,4,2,2,3,2,2,2,2,2,1,1,1,CS,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master's degree,NA,NA,12,Male,1,CZE,29
7,2,4,2,3,2,2,2,2,2,2,2,1,1,1,ES-ARG,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,High school,NA,NA,4,Female,12,ARG,21
2,6,2,2,2,6,2,6,2,1,2,2,1,1,1,CS,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,Bachelor's degree,NA,NA,10,Female,1,CZE,27
2,1,2,5,1,1,1,5,2,1,2,2,1,1,1,CS,--/--,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master's degree,NA,NA,11,Female,1,CZE,28
7,1,7,1,7,4,7,1,7,1,2,2,1,1,1,CS,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,High school,NA,NA,8,I wish not to answer,1,CZE,25
4,6,6,4,6,5,4,5,5,1,2,2,1,1,1,CS,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,10,Male,1,CZE,27
4,1,2,2,5,1,3,1,5,2,2,2,1,1,1,ES-ARG,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,14,Female,12,ARG,31
3,2,4,1,6,2,4,1,5,1,2,2,1,1,1,ES-ARG,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,8,Male,12,ARG,25
4,5,6,5,5,6,6,6,4,1,2,2,1,1,1,ES-ARG,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,12,Male,12,ARG,29
4,6,5,1,2,6,1,1,1,2,2,2,1,1,1,TR,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,High school,NA,NA,9,Female,220,TUR,26
6,5,6,6,6,6,6,5,2,1,2,2,1,1,1,ES-ARG,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,25,Female,12,ARG,42
7,2,2,2,4,2,4,2,4,2,2,2,1,1,1,ES-ARG,--/--,NA,NA,NA,NA,NA,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,9,Male,12,ARG,26
1,1,1,5,5,5,5,1,7,1,2,2,1,1,1,FR,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,Bachelor's degree,NA,NA,23,Female,74,FRA,40
5,5,5,2,6,6,2,5,4,1,2,2,1,1,1,CS,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,11,Female,1,CZE,28
4,2,2,3,2,4,2,2,2,2,2,2,1,1,1,ES-ARG,--,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,6,Female,12,ARG,23
3,3,7,2,6,3,6,2,6,2,2,2,1,1,1,ES-ARG,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,10,Female,12,ARG,27
6,1,4,1,7,5,4,5,6,3,2,2,1,1,1,ES-ARG,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,7,Female,12,ARG,24
6,6,6,6,6,2,6,6,6,3,2,2,1,1,1,COL-ESP,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,Bachelor's degree,NA,NA,5,Female,47,COL,22
7,1,7,6,7,5,7,4,5,1,2,2,1,2,1,ES-EC,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,Bachelor's degree,NA,NA,6,Male,60,ECU,23
5,5,5,5,5,5,5,5,5,1,2,2,1,1,1,CS,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master's degree,NA,NA,11,Male,1,CZE,28
2,1,3,1,6,1,5,4,3,1,2,2,1,1,1,CS,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master's degree,NA,NA,11,Male,1,CZE,28
1,1,1,1,7,2,7,3,2,1,2,2,1,1,1,CS,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master's degree,NA,NA,11,Male,1,CZE,28
2,1,2,5,5,4,5,3,3,1,2,2,1,1,1,CS,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,High school,NA,NA,10,Male,1,CZE,27
3,2,1,6,3,6,1,6,1,3,2,2,1,1,1,CS,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,Master's degree,NA,NA,10,Female,1,CZE,27
6,4,7,3,4,4,2,4,4,2,2,2,1,1,1,CS,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master's degree,NA,NA,11,Male,1,CZE,28
3,2,3,3,3,5,2,5,3,1,2,2,1,1,1,CS,--/--,NA,--,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,Master's degree,NA,NA,11,Female,1,CZE,28
4,2,7,5,2,6,5,2,2,2,2,2,1,1,1,CS,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,10,Male,1,CZE,27
3,2,2,1,5,5,4,3,5,1,2,2,1,1,1,CS,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master's degree,NA,NA,12,Female,1,CZE,29
6,2,5,2,6,4,5,3,4,2,2,2,1,1,1,CS,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,Master's degree,NA,NA,10,Male,1,CZE,27
3,2,4,2,4,2,1,2,2,2,2,2,1,1,1,CS,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,Master's degree,NA,NA,11,Female,1,CZE,28
2,3,6,4,3,1,2,5,4,2,2,2,1,1,1,CS,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,Master's degree,NA,NA,11,Female,1,CZE,28
4,4,6,5,5,3,3,5,2,1,2,2,1,1,1,SK,--,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,4,Female,1,SVK,21
2,2,2,7,3,7,6,7,1,1,2,2,1,1,1,CS,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,Master's degree,NA,NA,11,Male,1,CZE,28
3,3,5,2,4,2,1,3,3,1,2,2,1,1,1,CS,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master's degree,NA,NA,11,Male,1,CZE,28
7,5,5,1,7,5,7,5,5,1,2,2,1,1,1,CS,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,High school,NA,NA,11,Male,1,CZE,28
6,2,5,2,6,1,7,6,5,1,2,2,1,1,1,FR,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,High school,NA,NA,6,Female,74,FRA,23
5,4,2,4,5,5,3,5,4,1,2,2,1,1,1,CS,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,11,Male,1,CZE,28
2,1,2,6,6,2,6,6,2,1,2,2,1,NA,NA,SK,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,9,Female,1,SVK,26
3,2,6,1,6,6,6,5,4,1,2,2,1,1,1,CS,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,High school,NA,NA,4,Male,1,CZE,21
1,1,2,5,5,2,3,2,2,1,2,2,1,1,1,TR,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,High school,NA,NA,8,Female,220,TUR,25
1,4,5,2,4,3,2,3,6,1,2,2,1,2,1,TR,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,High school,NA,NA,4,Male,220,TUR,21
5,5,5,4,6,6,3,4,6,3,2,2,1,1,1,TR,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,High school,NA,NA,5,Female,220,TUR,22
4,2,5,6,5,1,1,2,5,1,2,2,1,1,1,FR,--/--,--,NA,NA,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,Master's degree,NA,NA,50,Female,74,FRA,67
6,2,7,5,5,3,3,2,6,2,2,2,1,1,1,TR,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,5,Female,33,TUR,22
5,6,2,2,5,5,6,6,2,1,2,2,1,1,1,CS,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High school,NA,NA,8,Female,1,CZE,25
5,2,2,1,3,2,4,5,2,2,2,2,1,1,1,CS,--,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,11,Male,1,CZE,28
3,5,7,6,4,6,2,4,7,2,2,2,1,1,1,FR,--/--,--,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,8,Female,74,FRA,25
2,2,2,5,4,1,6,1,4,2,2,2,1,1,NA,ES-ARG,--,NA,NA,NA,NA,NA,NA,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bachelor's degree,NA,NA,24,Female,12,ARG,41
